Id_Athlete,Athlete,Gender,Medal
,"MARKOV, Alexei",Men,Bronze
,"LLANERAS, Joan",Men,Gold
,"WYNANTS, Milton Ariel",Men,Silver
,"SLIOUSSAREVA, Olga",Women,Bronze
,"BELLUTTI, Antonella",Women,Gold
,"ZIJLAARD-VAN MOORSEL, Leontien",Women,Silver
,"YANOVYCH, Iryna",Women,Bronze
,"BALLANGER, Felicia",Women,Gold
,"GRISHINA, Oksana",Women,Silver
,"FIEDLER, Jens",Men,Bronze
,"NOTHSTEIN, Marty",Men,Gold
,"ROUSSEAU, Florian",Men,Silver
,"CLAY, Jonny",Men,Bronze
,"HAYLES, Rob",Men,Bronze
,"MANNING, Paul",Men,Bronze
,"NEWTON, Chris",Men,Bronze
,"STEEL, Bryan",Men,Bronze
,"WIGGINS, Bradley",Men,Bronze
,"BARTKO, Robert",Men,Gold
,"BECKE, Daniel",Men,Gold
,"FULST, Guido",Men,Gold
,"LEHMANN, Jens",Men,Gold
,"POLLACK, Olaf",Men,Gold
,"CHERNYAVSKYY, Sergiy",Men,Silver
,"FEDENKO, Oleksandr",Men,Silver
,"MATVEYEV, Sergiy",Men,Silver
,"SIMONENKO, Alexander",Men,Silver
,"SAUSER, Christoph",Men,Bronze
,"MARTINEZ, Miguel",Men,Gold
,"MEIRHAEGHE, Filip",Men,Silver
,"FULLANA, Marga",Women,Bronze
,"PEZZO, Paola",Women,Gold
,"BLATTER, Barbara",Women,Silver
,"SALZGEBER, Ulla",Women,Bronze
,"VAN GRUNSVEN, Anky",Women,Gold
,"WERTH, Isabell",Women,Silver
,"DOVER, Robert",Men,Bronze
,"SEIDEL, Guenter",Men,Bronze
,"TEEUWISSEN, Arjen",Men,Silver
,"BLINKS, Susan",Women,Bronze
,"TRAURIG, Christine",Women,Bronze
,"CAPELLMANN, Nadine",Women,Gold
,"SALZGEBER, Ulla",Women,Gold
,"SIMONS DE RIDDER, Alexandra",Women,Gold
,"WERTH, Isabell",Women,Gold
,"BONTJE, Ellen",Women,Silver
,"VAN BAALEN, Coby",Women,Silver
,"VAN GRUNSVEN, Anky",Women,Silver
,"TODD, Mark",Men,Bronze
,"O'CONNOR, David",Men,Gold
,"HOY, Andrew",Men,Silver
,"O'CONNOR, David",Men,Bronze
,"DUTTON, Phillip",Men,Gold
,"HOY, Andrew",Men,Gold
,"RYAN, Matthew Morgan",Men,Gold
,"TINNEY, Stuart",Men,Gold
,"LAW, Leslie",Men,Silver
,"STARK, Ian",Men,Silver
,"FOUT, Nina",Women,Bronze
,"O'CONNOR, Karen",Women,Bronze
,"WIESMAN, Linden",Women,Bronze
,"BRAKEWELL, Jeanette",Women,Silver
,"FUNNELL, Pippa",Women,Silver
,"ALEID, Khaled",Men,Bronze
,"DUBBELDAM, Jeroen",Men,Gold
,"VOORN, Albert",Men,Silver
,"AZEVEDO, Luiz Felipe",Men,Bronze
,"JOHANNPETER, Andre",Men,Bronze
,"MIRANDA NETO, Alvaro",Men,Bronze
,"PESSOA, Rodrigo",Men,Bronze
,"BECKER, Otto",Men,Gold
,"BEERBAUM, Ludger",Men,Gold
,"EHNING, Marcus",Men,Gold
,"NIEBERG, Lars",Men,Gold
,"FUCHS, Markus",Men,Silver
,"MANDLI, Beat",Men,Silver
,"MELLIGER, Wilhelm",Men,Silver
,"MCNAUGHT, Lesley",Women,Silver
,"LEE, Sang-Ki",Men,Bronze
,"KOLOBKOV, Pavel",Men,Gold
,"OBRY, Hughes",Men,Silver
,"FLESSEL-COLOVIC, Laura",Women,Bronze
,"NAGY, Timea",Women,Gold
,"BUERKI, Gianna",Women,Silver
,"LOYOLA, Nelson",Men,Bronze
,"PEDROSO, Carlos",Men,Bronze
,"TREVEJO, Ivan",Men,Bronze
,"MAZZONI, Angelo",Men,Gold
,"MILANOLI, Paolo",Men,Gold
,"RANDAZZO, Maurizio",Men,Gold
,"ROTA, Alfredo",Men,Gold
,"DI MARTINO, Jean-Francois",Men,Silver
,"OBRY, Hughes",Men,Silver
,"SRECKI, Eric",Men,Silver
,"LI, Na",Women,Bronze
,"LIANG, Qin",Women,Bronze
,"YANG, Shaoqi",Women,Bronze
,"AZNAVOURIAN, Karina",Women,Gold
,"ERMAKOVA, Oxana",Women,Gold
,"LOGOUNOVA, Tatiana",Women,Gold
,"MAZINA, Mariya",Women,Gold
,"BUERKI, Gianna",Women,Silver
,"LAMON, Sophie",Women,Silver
,"ROMAGNOLI, Diana",Women,Silver
,"SHEVCHENKO, Dmitri",Men,Bronze
,"KIM, Young Ho",Men,Gold
,"BISSDORF, Ralf",Men,Silver
,"TRILLINI, Giovanna",Women,Bronze
,"VEZZALI, Valentina",Women,Gold
,"KOENIG, Rita",Women,Silver
,"CROSTA, Daniele",Men,Bronze
,"MAGNI, Gabriele",Men,Bronze
,"SANZO, Salvatore",Men,Bronze
,"ZENNARO, Matteo",Men,Bronze
,"FERRARI, Jean-Noel",Men,Gold
,"GUYART, Brice",Men,Gold
,"LHOTELLIER, Patrice",Men,Gold
,"PLUMENAIL, Lionel",Men,Gold
,"DONG, Zhaozhi",Men,Silver
,"WANG, Haibin",Men,Silver
,"YE, Chong",Men,Silver
,"BAU, Sabine Christiane",Women,Bronze
,"KOENIG, Rita",Women,Bronze
,"WEBER-KOSZTO, Monika",Women,Bronze
,"BIANCHEDI, Diana",Women,Gold
,"TRILLINI, Giovanna",Women,Gold
,"VEZZALI, Valentina",Women,Gold
,"GRUCHALA, Sylwia",Women,Silver
,"MROCZKIEWICZ, Magdalena",Women,Silver
,"RYBICKA, Anna",Women,Silver
,"SZEWCZYK, Barbara",Women,Silver
,"KOTHNY, Wiradech",Men,Bronze
,"COVALIU, Mihai",Men,Gold
,"GOURDAIN, Mathieu",Men,Silver
,"BAUER, Dennis",Men,Bronze
,"KOTHNY, Wiradech",Men,Bronze
,"WEBER, Alexander",Men,Bronze
,"CHARIKOV, Serguei",Men,Gold
,"FROSSINE, Alexei",Men,Gold
,"POZDNYAKOV, Stanislav",Men,Gold
,"GOURDAIN, Mathieu",Men,Silver
,"PILLET, Julien",Men,Silver
,"SEGUIN, Cedric",Men,Silver
,"TOUYA, Damien",Men,Silver
,"ALVAREZ, Cristian",Men,Bronze
,"ARRUE, Francisco",Men,Bronze
,"CONTRERAS, Pablo",Men,Bronze
,"DI GREGORIO, Javier",Men,Bronze
,"GONZALEZ, Sebastian",Men,Bronze
,"HENRIQUEZ, David",Men,Bronze
,"IBARRA, Manuel",Men,Bronze
,"MALDONADO, Claudio",Men,Bronze
,"NAVIA, Reinaldo",Men,Bronze
,"NUNEZ, Rodrigo",Men,Bronze
,"OLARRA, Rafael",Men,Bronze
,"ORMAZABAL, Patricio",Men,Bronze
,"PIZARRO, David",Men,Bronze
,"REYES, Pedro",Men,Bronze
,"ROJAS, Mauricio",Men,Bronze
,"TAPIA, Nelson",Men,Bronze
,"TELLO, Rodrigo",Men,Bronze
,"ZAMORANO, Ivan",Men,Bronze
,"ABANDA ETONG, Patrice",Men,Gold
,"ALNOUDJI, Nicolas",Men,Gold
,"BEAUD, Clement",Men,Gold
,"BEKONO NDENE, Daniel",Men,Gold
,"BRANCO, Serge",Men,Gold
,"EPALLE, Joel",Men,Gold
,"ETAME MAYER, Lawren",Men,Gold
,"ETO'O FILS, Samuel",Men,Gold
,"KAMENI, Idriss C",Men,Gold
,"MBAMI, Modeste",Men,Gold
,"MBOMA DEM, Patrick",Men,Gold
,"MEYONG ZE, Albert",Men,Gold
,"MIMPO, Serge",Men,Gold
,"NGOME KOME, Daniel",Men,Gold
,"NGUIMBAT, Aaron",Men,Gold
,"NJITAP FOTSO, Geremi",Men,Gold
,"SUFFO K, Patrick",Men,Gold
,"WOME NLEND, Pierre",Men,Gold
,"ALBELDA, David",Men,Silver
,"AMAYA, Ivan",Men,Silver
,"ANGULO, Miguel Angel",Men,Silver
,"ARANZUBIA, Daniel",Men,Silver
,"CAPDEVILA, Juan",Men,Silver
,"FERRON, Jordi",Men,Silver
,"GARCIA, Gabriel",Men,Silver
,"HERNANDEZ, Xavier",Men,Silver
,"LACRUZ, Jesus Maria",Men,Silver
,"LUQUE, Alberto",Men,Silver
,"MARCHENA, Carlos",Men,Silver
,"ORTIZ, Felipe",Men,Silver
,"PUYOL, Carlos",Men,Silver
,"ROMERO, Jose Maria",Men,Silver
,"RUIZ, Ismael",Men,Silver
,"TAMUDO, Raul",Men,Silver
,"VELAMAZAN, Antonio",Men,Silver
,"VERGARA, Unai",Men,Silver
,"ANGERER, Nadine",Women,Bronze
,"BRANDEBUSEMEYER, Nicole",Women,Bronze
,"FITSCHEN, Doris",Women,Bronze
,"GOETTE, Jeannette",Women,Bronze
,"GOTTSCHLICH, Stefanie",Women,Bronze
,"GRINGS, Inka",Women,Bronze
,"HINGST, Ariane",Women,Bronze
,"HOFFMANN, Melanie",Women,Bronze
,"JONES, Steffi",Women,Bronze
,"LINGOR, Renate",Women,Bronze
,"MEINERT, Maren",Women,Bronze
,"MINNERT, Sandra",Women,Bronze
,"MUELLER, Claudia",Women,Bronze
,"PRINZ, Birgit",Women,Bronze
,"ROTTENBERG, Silke",Women,Bronze
,"STEGEMANN, Kerstin",Women,Bronze
,"WIEGMANN, Bettina",Women,Bronze
,"WUNDERLICH, Tina",Women,Bronze
,"BEKKEVOLD, Kristin",Women,Gold
,"ESPESETH, Gro",Women,Gold
,"GULBRANDSEN, Ragnhild",Women,Gold
,"GULBRANDSEN, Solveig",Women,Gold
,"HAUGENES, Margunn",Women,Gold
,"HOVLAND, Ingeborg",Women,Gold
,"JENSEN, Christine Boe",Women,Gold
,"JOERGENSEN, Silje",Women,Gold
,"KNUDSEN, Monica",Women,Gold
,"KRINGEN, Goeril",Women,Gold
,"KVITLAND, Bente",Women,Gold
,"LEHN, Unni",Women,Gold
,"MELLGREN, Dagny",Women,Gold
,"NORDBY, Bente",Women,Gold
,"PETTERSEN, Marianne",Women,Gold
,"RAPP, Anita",Women,Gold
,"RIISE, Hege",Women,Gold
,"SANDAUNE, Brit",Women,Gold
,"CHASTAIN, Brandi",Women,Silver
,"FAIR, Lorrie",Women,Silver
,"FAWCETT, Joy",Women,Silver
,"FOUDY, Julie",Women,Silver
,"FRENCH, Michelle",Women,Silver
,"HAMM, Mia",Women,Silver
,"LILLY, Kristine",Women,Silver
,"MACMILLAN, Shannon",Women,Silver
,"MILBRETT, Tiffeny",Women,Silver
,"MULLINIX, Siri",Women,Silver
,"OVERBECK, Carla",Women,Silver
,"PARLOW, Cindy",Women,Silver
,"PEARCE, Christie",Women,Silver
,"SCURRY, Briana",Women,Silver
,"SERLENGA, Nikki",Women,Silver
,"SLATON, Danielle",Women,Silver
,"SOBRERO, Kate",Women,Silver
,"WHALEN, Sara",Women,Silver
,"PRODOUNOVA, Elena",Women,Bronze
,"LIU, Xuan",Women,Gold
,"LOBAZNIOUK, Ekaterina",Women,Silver
,"IOVTCHEV, Iordan",Men,Bronze
,"VIHROVS, Igors",Men,Gold
,"NEMOV, Alexei",Men,Silver
,"AMANAR, Simona",Women,Bronze
,"ZAMOLODCHIKOVA, Elena",Women,Gold
,"KHORKINA, Svetlana",Women,Silver
,"LEE, Joo Hyung",Men,Bronze
,"NEMOV, Alexei",Men,Gold
,"VARONIAN, Benjamin",Men,Silver
,"BERESH, Oleksandr",Men,Bronze
,"NEMOV, Alexei",Men,Gold
,"YANG, Wey",Men,Silver
,"LIU, Xuan",Women,Bronze
,"AMANAR, Simona",Women,Gold
,"OLARU, Maria",Women,Silver
,"NEMOV, Alexei",Men,Bronze
,"LI, Xiaopeng",Men,Gold
,"LEE, Joo Hyung",Men,Silver
,"NEMOV, Alexei",Men,Bronze
,"URZICA, Marius Daniel",Men,Gold
,"POUJADE, Eric",Men,Silver
,"IOVTCHEV, Iordan",Men,Bronze
,"CSOLLANY, Szilveszter",Men,Gold
,"TAMPAKOS, Dimosthenis",Men,Silver
,"ALECHINE, Maxim",Men,Bronze
,"BONDARENKO, Alexei",Men,Bronze
,"DREVINE, Dmitri",Men,Bronze
,"KRUKOV, Nikolay",Men,Bronze
,"NEMOV, Alexei",Men,Bronze
,"PODGORNYI, Evgueni",Men,Bronze
,"HUANG, Xu",Men,Gold
,"LI, Xiaopeng",Men,Gold
,"XIAO, Junfeng",Men,Gold
,"XING, Aowei",Men,Gold
,"YANG, Wey",Men,Gold
,"ZHENG, Lihui",Men,Gold
,"BERESH, Oleksandr",Men,Silver
,"GONCHAROV, Valeri",Men,Silver
,"MYEZYENTSEV, Ruslan",Men,Silver
,"PERESHKURA, Valeriy",Men,Silver
,"SVETLICHNYI, Alexandre",Men,Silver
,"ZOZULIA, Roman",Men,Silver
,"CHOW, Amy",Women,Bronze
,"DANTZSCHER, Jamie",Women,Bronze
,"DAWES, Dominique",Women,Bronze
,"MALONEY, Kristin",Women,Bronze
,"RAY, Elise",Women,Bronze
,"SCHWIKERT-WARREN, Tasha",Women,Bronze
,"AMANAR, Simona",Women,Gold
,"BOBOC, Loredana",Women,Gold
,"ISARESCU, Andreea Florenta",Women,Gold
,"OLARU, Maria",Women,Gold
,"PRESACAN, Maria Claudia",Women,Gold
,"RADUCAN, Andreea Madalina",Women,Gold
,"KHORKINA, Svetlana",Women,Silver
,"KOLESNIKOVA, Anastassia",Women,Silver
,"LOBAZNIOUK, Ekaterina",Women,Silver
,"PRODOUNOVA, Elena",Women,Silver
,"TCHEPELEVA, Anna",Women,Silver
,"ZAMOLODCHIKOVA, Elena",Women,Silver
,"YANG, Yun",Women,Bronze
,"KHORKINA, Svetlana",Women,Gold
,"LING, Jie",Women,Silver
,"BLANIK, Leszek",Men,Bronze
,"DEFERR, Gervasio",Men,Gold
,"BONDARENKO, Alexei",Men,Silver
,"LOBAZNIOUK, Ekaterina",Women,Bronze
,"ZAMOLODCHIKOVA, Elena",Women,Gold
,"RADUCAN, Andreea Madalina",Women,Silver
,"AINDILI, Eirini",Women,Bronze
,"CHRISTODOULOU, Evangelia",Women,Bronze
,"GEORGATOU, Maria",Women,Bronze
,"KARYAMI, Zacharoula",Women,Bronze
,"PANTAZI, Charikleia",Women,Bronze
,"POLLATOU, Anna",Women,Bronze
,"BELOVA, Irina",Women,Gold
,"CHALAMOVA, Elena",Women,Gold
,"LAVROVA, Natalia",Women,Gold
,"NETESSOVA, Maria",Women,Gold
,"SHIMANSKAYA, Vera",Women,Gold
,"ZILBER, Irina",Women,Gold
,"ANANKO, Tatyana",Women,Silver
,"BELAN, Tatyana",Women,Silver
,"GLAZKOVA, Anna",Women,Silver
,"ILYENKOVA, Irina",Women,Silver
,"LAZUK, Maria",Women,Silver
,"PUZHEVICH, Olga",Women,Silver
,"KABAEVA, Alina",Women,Bronze
,"BARSLUKOVA, Yulia",Women,Gold
,"RASKINA, Yulia",Women,Silver
,"TURGEON, Mathieu",Men,Bronze
,"MOSKALENKO, Alexander",Men,Gold
,"WALLACE, Ji",Men,Silver
,"COCKBURN, Karen",Women,Bronze
,"KARAVAEVA, Irina",Women,Gold
,"TSYHULEVA, Oksana",Women,Silver
,"BARRUFET, David",Men,Bronze
,"DOUICHEBAEV, Talant",Men,Bronze
,"GARRALDA, Mateo",Men,Bronze
,"GUIJOSA, Rafael",Men,Bronze
,"LOZANO, Demetrio",Men,Bronze
,"MASIP BORRAS, Enric",Men,Bronze
,"NUNEZ, Jordi",Men,Bronze
,"O'CALLAGHAN, Xavier",Men,Bronze
,"OLALLA, Jesus",Men,Bronze
,"ORTEGA, Antonio",Men,Bronze
,"PEREZ, Juan",Men,Bronze
,"UGALDE, Antonio",Men,Bronze
,"URDANGARIN, Ignacio",Men,Bronze
,"URDIALES, Alberto",Men,Bronze
,"XEPKIN, Andriy",Men,Bronze
,"FILIPPOV, Dmitriy",Men,Gold
,"GORPICHIN, Viatcheslav",Men,Gold
,"KHODKOV, Oleg",Men,Gold
,"KOKCHAROV, Edouard",Men,Gold
,"KOUDINOV, Vassili",Men,Gold
,"KOULINTCHENKO, Stanislav",Men,Gold
,"KOUZELEV, Dmitri",Men,Gold
,"KRIVOSHLYKOV, Denis",Men,Gold
,"LAVROV, Andrey",Men,Gold
,"LAVROV, Igor",Men,Gold
,"POGORELOV, Serguei",Men,Gold
,"SUKOSSIAN, Pavel",Men,Gold
,"TORGOVANOV, Dmitri",Men,Gold
,"TUCHKIN, Alexandre",Men,Gold
,"VORONIN, Lev",Men,Gold
,"ANDERSSON, Magnus",Men,Silver
,"BOQUIST, Martin",Men,Silver
,"FRANDESJO, Martin",Men,Silver
,"FRANZEN, Mathias",Men,Silver
,"GENTZEL, Peter",Men,Silver
,"LARSSON, Andreas",Men,Silver
,"LINDGREN, Ola",Men,Silver
,"LOFGREN, Stefan",Men,Silver
,"OLSSON, Staffan",Men,Silver
,"PETTERSSON, Johan",Men,Silver
,"SIVERTSSON, Thomas",Men,Silver
,"SVENSSON, Tomas",Men,Silver
,"THORSSON, Pierre",Men,Silver
,"VRANJES, Ljubomir",Men,Silver
,"WISLANDER, Magnus",Men,Silver
,"BJERKRHEIM, Susann Goksoer",Women,Bronze
,"DUVHOLT, Kristine",Women,Bronze
,"ERIKSEN, Ann",Women,Bronze
,"GRINI, Kjersti",Women,Bronze
,"HALTVIK, Trine",Women,Bronze
,"HILMO, Elisabeth",Women,Bronze
,"HUNDVIN, Mia",Women,Bronze
,"LARSEN, Tonje",Women,Bronze
,"LEGANGER, Cecilie",Women,Bronze
,"NILSEN, Jeanette",Women,Bronze
,"ROKNE, Marianne",Women,Bronze
,"SAETTEM, Birgitte",Women,Bronze
,"SANDVE, Monica",Women,Bronze
,"SOERLIE, Else-Marthe",Women,Bronze
,"TJUGUM, Heidi Maire",Women,Bronze
,"ANDERSEN, Camilla",Women,Gold
,"BOTTZAU, Tina",Women,Gold
,"BRODSGAARD, Karen",Women,Gold
,"FRUELUND, Katrine",Women,Gold
,"GRONBEK, Maja",Women,Gold
,"HANSEN, Christina Roslyng",Women,Gold
,"HOFFMAN, Anette",Women,Gold
,"KIAERSKOU, Lotte",Women,Gold
,"KJAERGAARD, Tonje",Women,Gold
,"KOLLING, Janne",Women,Gold
,"MORTENSEN, Karin",Women,Gold
,"NIELSEN, Anja",Women,Gold
,"PETERSEN, Rikke",Women,Gold
,"RANTALA, Lene",Women,Gold
,"VESTERGAARD LARSEN, Mette",Women,Gold
,"BALOGH, Beatrix",Women,Silver
,"DELI, Rita",Women,Silver
,"FARKAS, Agnes",Women,Silver
,"FARKAS, Andrea",Women,Silver
,"KANTOR, Aniko",Women,Silver
,"KOKENY, Beatrix",Women,Silver
,"KULCSAR, Anita",Women,Silver
,"LOWY, Dora",Women,Silver
,"NAGY, Aniko",Women,Silver
,"PADAR, Ildiko",Women,Silver
,"PALINGER, Katalin",Women,Silver
,"PIGNICZKI, Krisztina",Women,Silver
,"RADULOVICS, Bojana",Women,Silver
,"SITI, Beata",Women,Silver
,"ZSEMBERY, Tamasne",Women,Silver
,"BRENNAN, Michael",Men,Bronze
,"COMMENS, Adam",Men,Bronze
,"DAVIES, Stephen",Men,Bronze
,"DILETTI, Damon",Men,Bronze
,"DREHER, Lachlan",Men,Bronze
,"DUFF, Jason",Men,Bronze
,"ELDER, Troy",Men,Bronze
,"ELMER, James",Men,Bronze
,"GAUDOIN, Paul",Men,Bronze
,"HOLT, Stephen",Men,Bronze
,"LIVERMORE, Brent",Men,Bronze
,"SPROULE, Daniel",Men,Bronze
,"STACEY, Jay Jason",Men,Bronze
,"VICTORY, Craig",Men,Bronze
,"WELLS, Matthew",Men,Bronze
,"YORK, Michael",Men,Bronze
,"BRINKMAN, Jacques",Men,Gold
,"BUMA, Jaap Derk",Men,Gold
,"DE NOOIJER, Teun",Men,Gold
,"DELMEE, Jeroen",Men,Gold
,"EIKELBOOM, Marten",Men,Gold
,"GEERIS, Piet-Hein",Men,Gold
,"JANSEN, Franciscus Ronaldus Maria",Men,Gold
,"JAZET, Erik",Men,Gold
,"LOMANS, Bram",Men,Gold
,"VAN DER WEIDE, Sander",Men,Gold
,"VAN PELT, Wouter",Men,Gold
,"VAN WEEL, Diederik",Men,Gold
,"VAN WIJK, Remco",Men,Gold
,"VEEN, Stephan",Men,Gold
,"VOGELS, Guus",Men,Gold
,"WIND, Peter",Men,Gold
,"HAN, Hyung-Bae",Men,Silver
,"HWANG, Jong-Hyun",Men,Silver
,"JEON, Hong-Kwon",Men,Silver
,"JEON, Jong-Ha",Men,Silver
,"JI, Seong-Hwan",Men,Silver
,"KANG, Keon-Wook",Men,Silver
,"KIM, Chel-Hwan",Men,Silver
,"KIM, Jung-Chul",Men,Silver
,"KIM, Kyung Seok",Men,Silver
,"KIM, Yong-Bae",Men,Silver
,"KIM, Yoon",Men,Silver
,"LIM, Jong-Chun",Men,Silver
,"LIM, Jung-Woo",Men,Silver
,"SEO, Jong-Ho",Men,Silver
,"SONG, Seung-Tae",Men,Silver
,"YEO, Woon-Kon",Men,Silver
,"BOOIJ, Minke",Women,Bronze
,"BOOMGAARDT, Ageeth",Women,Bronze
,"DEITERS, Julie",Women,Bronze
,"DONNERS, Wilhelmina",Women,Bronze
,"MOREIRA DE MELO, Fatima",Women,Bronze
,"SINNIGE, Clarinda",Women,Bronze
,"SMABERS, Hanneke",Women,Bronze
,"SMABERS, Minke",Women,Bronze
,"TEEUWEN, Josepha",Women,Bronze
,"THATE, Carole",Women,Bronze
,"TOUW, Daphne",Women,Bronze
,"VAN DE KIEFT, Fleur",Women,Bronze
,"VAN DEN BOOGAARD, Dillianne",Women,Bronze
,"VAN DER VAART, Macha",Women,Bronze
,"VAN DER WIELEN, Suzan",Women,Bronze
,"VEENSTRA, Myrna",Women,Bronze
,"ALLEN, Katie",Women,Gold
,"ANNAN, Alyson",Women,Gold
,"CARRUTHERS, Lisa",Women,Gold
,"FARRELL, Renita",Women,Gold
,"HASLAM, Juliet",Women,Gold
,"HAWKES, Rechelle",Women,Gold
,"HUDSON, Nicole",Women,Gold
,"IMISON, Rachel",Women,Gold
,"MAITLAND, Clover",Women,Gold
,"MITCHELL-TAVERNER, Claire",Women,Gold
,"MORRIS, Jenny",Women,Gold
,"PEEK, Alison Louise",Women,Gold
,"POWELL, Katrina",Women,Gold
,"SKIRVING, Angie",Women,Gold
,"STARRE, Katie",Women,Gold
,"TOWERS, Julie",Women,Gold
,"AICEGA, Magdalena",Women,Silver
,"ANTONISKA, Mariela",Women,Silver
,"ARRONDO, Ines",Women,Silver
,"AYMAR, Luciana",Women,Silver
,"FERRARI, Maria Paz",Women,Silver
,"GAMBERO, Ana",Women,Silver
,"GARCIA, Agustina",Women,Silver
,"HERNANDEZ, Maria de la Paz",Women,Silver
,"MAIZTEGUI, Laura",Women,Silver
,"MARGALOT, Mercedes",Women,Silver
,"MASOTTA, Paula Karina",Women,Silver
,"ONETO, Vanina Paula",Women,Silver
,"RIMOLDI PUIG, Jorgelina",Women,Silver
,"ROGNONI, Maria Cecilia",Women,Silver
,"STEPNIK, Ayelen Iara",Women,Silver
,"VUKOJICIC, Paola",Women,Silver
,"GRADANTE, Anna-Maria",Women,Bronze
,"SIMONS, Ann",Women,Bronze
,"TANI, Ryoko",Women,Gold
,"BROULETOVA, Lioubov",Women,Silver
,"POULOT RAMOS, Manolo",Men,Bronze
,"SMAGULOV, Aidyn",Men,Bronze
,"NOMURA, Tadahiro",Men,Gold
,"JUNG, Bu-Kyung",Men,Silver
,"PERTELSON, Indrek",Men,Bronze
,"TMENOV, Tamerlan",Men,Bronze
,"DOUILLET, David",Men,Gold
,"SHINOHARA, Shinichi",Men,Silver
,"KIM, Seon-Young",Women,Bronze
,"YAMASHITA, Mayumi",Women,Bronze
,"YUAN, Hua",Women,Gold
,"BELTRAN, Daima Mayelis",Women,Silver
,"KYE, Sun Hui",Women,Bronze
,"LIU, Yuxiang",Women,Bronze
,"VERDECIA, Legna",Women,Gold
,"NARAZAKI, Noriko",Women,Silver
,"KUSAKABE, Kie",Women,Bronze
,"PEKLI, Maria",Women,Bronze
,"FERNANDEZ, Isabel",Women,Gold
,"GONZALEZ, Driulys",Women,Silver
,"JUNG, Sung-Sook",Women,Bronze
,"VANDECAVEYE, Gella",Women,Bronze
,"VANDENHENDE, Severine",Women,Gold
,"LI, Shufang",Women,Silver
,"GIOVINAZZO, Girolamo",Men,Bronze
,"VAZAGASHVILI, Giorgi",Men,Bronze
,"OZKAN, Huseyin",Men,Gold
,"BENBOUDAOUD, Larbi",Men,Silver
,"CHO, Min-Sun",Women,Bronze
,"SCAPIN, Ylenia",Women,Bronze
,"VERANES, Sibelis",Women,Gold
,"HOWEY, Kate",Women,Silver
,"LARYUKOV, Anatoly",Men,Bronze
,"ZELONIJS, Vsevolods",Men,Bronze
,"MADDALONI, Giuseppe",Men,Gold
,"CAMILO, Tiago",Men,Silver
,"PIERANTOZZI, Emanuela",Women,Bronze
,"RICHTER, Simona Marcela",Women,Bronze
,"TANG, Lin",Women,Gold
,"LEBRUN, Celine",Women,Silver
,"BUDOLIN, Aleksei",Men,Bronze
,"DELGADO, Nuno",Men,Bronze
,"TAKIMOTO, Makoto",Men,Gold
,"CHO, In-Chul",Men,Silver
,"DEMONTFAUCON, Frederic",Men,Bronze
,"MASHURENKO, Ruslan",Men,Bronze
,"HUIZINGA, Mark",Men,Gold
,"HONORATO, Carlos",Men,Silver
,"STEPKINE, Iouri",Men,Bronze
,"TRAINEAU, Stephane",Men,Bronze
,"INOUE, Kosei",Men,Gold
,"GILL, Nicolas",Men,Silver
,"DOVGAL, Pavel",Men,Bronze
,"SVATKOVSKIY, Dmitri",Men,Gold
,"BALOGH, Gabor",Men,Silver
,"ALLENBY, Kate",Women,Bronze
,"COOK, Stephanie",Women,Gold
,"DE RIEL, Emily",Women,Silver
,"LONG, Matthew",Men,Bronze
,"TOMKINS, James",Men,Bronze
,"ANDRIEUX, Michel",Men,Gold
,"ROLLAND, Jean Christophe",Men,Gold
,"BEA, Sebastian",Men,Silver
,"MURPHY, Edward",Men,Silver
,"CALABRESE, Giovanni",Men,Bronze
,"SARTORI, Nicola",Men,Bronze
,"COP, Iztok",Men,Gold
,"SPIK, Luka",Men,Gold
,"BEKKEN, Fredrik",Men,Silver
,"TUFTE, Olaf",Men,Silver
,"POPLAVSKAJA, Kristina",Women,Bronze
,"SAKICKIENE, Birute",Women,Bronze
,"BORON, Kathrin",Women,Gold
,"THIEME, Jana",Women,Gold
,"VAN DISHOECK, Pieta",Women,Silver
,"VAN NES, Eeke",Women,Silver
,"BORASKA, Igor",Men,Bronze
,"CULJAK, Kresimir",Men,Bronze
,"FRANCETIC, Igor",Men,Bronze
,"FRANKOVIC, Tihomir",Men,Bronze
,"PETRISKO, Silvijo",Men,Bronze
,"SKELIN, Niksa",Men,Bronze
,"SKELIN, Sinisa",Men,Bronze
,"SMOLJANOVIC, Tomislav",Men,Bronze
,"VUJEVIC, Branimir",Men,Bronze
,"ATTRILL, Louis",Men,Gold
,"DENNIS, Simon",Men,Gold
,"DOUGLAS, Rowley",Men,Gold
,"GRUBOR, Luka",Men,Gold
,"HUNT-DAVIS, Ben",Men,Gold
,"LINDSAY, Andrew",Men,Gold
,"SCARLETT, Fred",Men,Gold
,"TRAPMORE, Steve",Men,Gold
,"WEST, Kieran",Men,Gold
,"BURKE, Daniel",Men,Silver
,"FERNANDEZ, Jaime",Men,Silver
,"GORDON, Alastair",Men,Silver
,"HAYMAN, Brett",Men,Silver
,"JAHRLING, Rob",Men,Silver
,"MCKAY, Mike",Men,Silver
,"PORZIG, Nicholas",Men,Silver
,"RYAN, Christian",Men,Silver
,"WELCH, Stuart",Men,Silver
,"ALEXANDER, Buffy",Women,Bronze
,"BIESENTHAL, Laryssa",Women,Bronze
,"DAVIS, Heather",Women,Bronze
,"KORN, Alison",Women,Bronze
