ANOOLIMP;NOMEESPORTE;MODALIDADE;TIPOOLIMP
1924;Artistic G.;Parallel Bars;Summer
1924;Artistic G.;Pommel Horse;Summer
1924;Artistic G.;Rings;Summer
1924;Artistic G.;Rope Climbing;Summer
1924;Artistic G.;Sidehorse Vault;Summer
1924;Artistic G.;Team Competition;Summer
1924;Artistic G.;Vault;Summer
1924;Modern Pentath.;Individual Competition;Summer
1924;Polo;Polo;Summer
1924;Rowing;Coxless Pair (2-);Summer
1924;Rowing;Double Sculls (2X);Summer
1924;Rowing;Eight With Coxswain (8+);Summer
1924;Rowing;Four Without Coxswain (4-);Summer
1924;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1924;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1924;Rowing;Single Sculls (1X);Summer
1924;Rugby;Rugby;Summer
1924;Sailing;6M;Summer
1924;Sailing;8M;Summer
1924;Sailing;Olympic Class Monotype;Summer
1924;Shooting;100M Running Deer, Double Shots;Summer
1924;Shooting;100M Running Deer, Double Shots, Team;Summer
1924;Shooting;100M Running Deer, Single Shots;Summer
1924;Shooting;100M Running Deer, Single Shots, Team;Summer
1924;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1924;Shooting;400, 600, 800M Free Rifle, Team;Summer
1924;Shooting;50M Rifle Prone (60 Shots);Summer
1924;Shooting;600M Free Rifle, Individual;Summer
1924;Shooting;Clay Pigeons, Team;Summer
1924;Shooting;Trap (125 Targets);Summer
1924;Tennis;Doubles;Summer
1924;Tennis;Mixed Doubles;Summer
1924;Tennis;Singles;Summer
1924;Weightlifting;- 60KG, One-Two Hand 5 Events (Featherweight);Summer
1924;Weightlifting;+ 82.5KG, One-Two Hand 5 Events (Heavyweight);Summer
1924;Weightlifting;60 - 67.5KG, One-Two Hand 5 Events (Lightweight);Summer
1924;Weightlifting;67.5 - 75KG, One-Two Hand 5 Events (Middleweight);Summer
1924;Weightlifting;75 - 82.5KG, One-Two Hand 5 E. (Light-Heavyweight);Summer
1924;Wrestling Free.;- 56KG (Bantamweight);Summer
1924;Wrestling Free.;+ 87KG (Heavyweight);Summer
1924;Wrestling Free.;56 - 61KG (Featherweight);Summer
1924;Wrestling Free.;61 - 66KG (Lightweight);Summer
1924;Wrestling Free.;66 - 72KG (Welterweight);Summer
1924;Wrestling Free.;72 - 79KG (Middleweight);Summer
1924;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1924;Wrestling Gre-R;- 58KG (Bantamweight);Summer
1924;Wrestling Gre-R;+ 82.5KG (Super Heavyweight);Summer
1924;Wrestling Gre-R;58 - 62KG (Featherweight);Summer
1924;Wrestling Gre-R;62 - 67.5KG (Lightweight);Summer
1924;Wrestling Gre-R;67.5 - 75KG (Middleweight);Summer
1924;Wrestling Gre-R;75 - 82.5KG (Light-Heavyweight);Summer
1928;Diving;10M Platform;Summer
1928;Diving;3M Springboard;Summer
1928;Swimming;100M Backstroke;Summer
1928;Swimming;100M Freestyle;Summer
1928;Swimming;1500M Freestyle;Summer
1928;Swimming;200M Breaststroke;Summer
1928;Swimming;400M Freestyle;Summer
1928;Swimming;4X100M Freestyle Relay;Summer
1928;Swimming;4X200M Freestyle Relay;Summer
1928;Water polo;Water Polo;Summer
1928;Athletics;10000M;Summer
1928;Athletics;100M;Summer
1928;Athletics;110M Hurdles;Summer
1928;Athletics;1500M;Summer
1928;Athletics;200M;Summer
1928;Athletics;3000M Steeplechase;Summer
1928;Athletics;400M;Summer
1928;Athletics;400M Hurdles;Summer
1928;Athletics;4X100M Relay;Summer
1928;Athletics;4X400M Relay;Summer
1928;Athletics;5000M;Summer
1928;Athletics;800M;Summer
1928;Athletics;Decathlon;Summer
1928;Athletics;Discus Throw;Summer
1928;Athletics;Hammer Throw;Summer
1928;Athletics;High Jump;Summer
1928;Athletics;Javelin Throw;Summer
1928;Athletics;Long Jump;Summer
1928;Athletics;Marathon;Summer
1928;Athletics;Pole Vault;Summer
1928;Athletics;Shot Put;Summer
1928;Athletics;Triple Jump;Summer
1928;Boxing;- 50.8KG (Flyweight);Summer
1928;Boxing;+ 79.38KG (Heavyweight);Summer
1928;Boxing;50.8 - 53.52KG (Bantamweight);Summer
1928;Boxing;53.52 - 57.15KG (Featherweight);Summer
1928;Boxing;57.15 - 61.24KG (Lightweight);Summer
1928;Boxing;61.24 - 66.68KG (Welterweight);Summer
1928;Boxing;66.68 - 72.57KG (Middleweight);Summer
1928;Boxing;72.57 - 79.38KG (Light-Heavyweight);Summer
1928;Cycling Road;Individual Time Trial;Summer
1928;Cycling Road;Team Time Trial;Summer
1928;Cycling Track;1KM Pursuit;Summer
1928;Cycling Track;1KM Time Trial;Summer
1928;Cycling Track;2000M Tandem;Summer
1928;Cycling Track;Sprint Indivual;Summer
1928;Cycling Track;Team Pursuit (4000M);Summer
1928;Dressage;Individual;Summer
1928;Dressage;Team;Summer
1928;Eventing;Individual;Summer
1928;Eventing;Team;Summer
1928;Jumping;Individual;Summer
1928;Jumping;Team;Summer
1928;Fencing;Épée Individual;Summer
1928;Fencing;Foil Individual;Summer
1928;Fencing;Foil Team;Summer
1928;Fencing;Sabre Individual;Summer
1928;Fencing;Sabre Team;Summer
1928;Football;Football;Summer
1928;Artistic G.;Horizontal Bar;Summer
1928;Artistic G.;Individual All-Round;Summer
1928;Artistic G.;Parallel Bars;Summer
1928;Artistic G.;Pommel Horse;Summer
1928;Artistic G.;Rings;Summer
1928;Artistic G.;Team Competition;Summer
1928;Artistic G.;Vault;Summer
1928;Hockey;Hockey;Summer
1928;Modern Pentath.;Individual Competition;Summer
1928;Rowing;Coxless Pair (2-);Summer
1928;Rowing;Double Sculls (2X);Summer
1928;Rowing;Eight With Coxswain (8+);Summer
1928;Rowing;Four Without Coxswain (4-);Summer
1928;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1928;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1928;Rowing;Single Sculls (1X);Summer
1928;Sailing;12 Foot Dinghy Individual;Summer
1928;Sailing;6M;Summer
1928;Sailing;8M;Summer
1928;Weightlifting;- 60KG, Total (Featherweight);Summer
1928;Weightlifting;+ 82.5KG, Total (Heavyweight);Summer
1928;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1928;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1928;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1928;Wrestling Free.;- 56KG (Bantamweight);Summer
1928;Wrestling Free.;+ 87KG (Heavyweight);Summer
1928;Wrestling Free.;56 - 61KG (Featherweight);Summer
1928;Wrestling Free.;61 - 66KG (Lightweight);Summer
1928;Wrestling Free.;66 - 72KG (Welterweight);Summer
1928;Wrestling Free.;72 - 79KG (Middleweight);Summer
1928;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1928;Wrestling Gre-R;- 58KG (Bantamweight);Summer
1928;Wrestling Gre-R;+ 82.5KG (Super Heavyweight);Summer
1928;Wrestling Gre-R;58 - 60KG (Featherweight);Summer
1928;Wrestling Gre-R;60 - 67.5KG (Lightweight);Summer
1928;Wrestling Gre-R;67.5 - 75KG (Middleweight);Summer
1928;Wrestling Gre-R;75 - 82.5KG (Light-Heavyweight);Summer
1932;Diving;10M Platform;Summer
1932;Diving;3M Springboard;Summer
1932;Swimming;100M Backstroke;Summer
1932;Swimming;100M Freestyle;Summer
1932;Swimming;1500M Freestyle;Summer
1932;Swimming;200M Breaststroke;Summer
1932;Swimming;400M Freestyle;Summer
1932;Swimming;4X100M Freestyle Relay;Summer
1932;Swimming;4X200M Freestyle Relay;Summer
1932;Water polo;Water Polo;Summer
1932;Athletics;10000M;Summer
1932;Athletics;100M;Summer
1932;Athletics;110M Hurdles;Summer
1932;Athletics;1500M;Summer
1932;Athletics;200M;Summer
1932;Athletics;3000M Steeplechase;Summer
1932;Athletics;400M;Summer
1932;Athletics;400M Hurdles;Summer
1932;Athletics;4X100M Relay;Summer
1932;Athletics;4X400M Relay;Summer
1932;Athletics;5000M;Summer
1932;Athletics;50KM Walk;Summer
1932;Athletics;800M;Summer
1932;Athletics;80M Hurdles;Summer
1932;Athletics;Decathlon;Summer
1932;Athletics;Discus Throw;Summer
1932;Athletics;Hammer Throw;Summer
1932;Athletics;High Jump;Summer
1932;Athletics;Javelin Throw;Summer
1932;Athletics;Long Jump;Summer
1932;Athletics;Marathon;Summer
1932;Athletics;Pole Vault;Summer
1932;Athletics;Shot Put;Summer
1932;Athletics;Triple Jump;Summer
1932;Boxing;- 50.8KG (Flyweight);Summer
1932;Boxing;+ 79.38KG (Heavyweight);Summer
1932;Boxing;50.8 - 54KG (Bantamweight);Summer
1932;Boxing;54 - 57.15KG (Featherweight);Summer
1932;Boxing;57.15 - 61.24KG (Lightweight);Summer
1932;Boxing;61.24 - 66.68KG (Welterweight);Summer
1932;Boxing;66.68 - 72.57KG (Middleweight);Summer
1932;Boxing;72.57 - 79.38KG (Light-Heavyweight);Summer
1932;Cycling Road;Individual Time Trial;Summer
1932;Cycling Road;Team Time Trial;Summer
1932;Cycling Track;1KM Time Trial;Summer
1932;Cycling Track;2000M Tandem;Summer
1932;Cycling Track;Sprint Indivual;Summer
1932;Cycling Track;Team Pursuit (4000M);Summer
1932;Dressage;Individual;Summer
1932;Dressage;Team;Summer
1932;Eventing;Individual;Summer
1932;Eventing;Team;Summer
1932;Jumping;Individual;Summer
1932;Fencing;Épée Individual;Summer
1932;Fencing;Épée Team;Summer
1932;Fencing;Foil Individual;Summer
1932;Fencing;Foil Team;Summer
1932;Fencing;Sabre Individual;Summer
1932;Fencing;Sabre Team;Summer
1932;Artistic G.;Floor Exercises;Summer
1932;Artistic G.;Horizontal Bar;Summer
1932;Artistic G.;Indian Clubs;Summer
1932;Artistic G.;Individual All-Round;Summer
1932;Artistic G.;Parallel Bars;Summer
1932;Artistic G.;Pommel Horse;Summer
1932;Artistic G.;Rings;Summer
1932;Artistic G.;Rope Climbing;Summer
1932;Artistic G.;Team Competition;Summer
1932;Artistic G.;Tumbling;Summer
1932;Artistic G.;Vault;Summer
1932;Hockey;Hockey;Summer
1932;Modern Pentath.;Individual Competition;Summer
1932;Rowing;Coxless Pair (2-);Summer
1932;Rowing;Double Sculls (2X);Summer
1932;Rowing;Eight With Coxswain (8+);Summer
1932;Rowing;Four Without Coxswain (4-);Summer
1932;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1932;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1932;Rowing;Single Sculls (1X);Summer
1932;Sailing;6M;Summer
1932;Sailing;8M;Summer
1932;Sailing;Olympic Class Monotype;Summer
1932;Sailing;Two-Person Keelboat Open (Star);Summer
1932;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1932;Shooting;50M Rifle Prone (60 Shots);Summer
1932;Weightlifting;- 60KG, Total (Featherweight);Summer
1932;Weightlifting;+ 82.5KG, Total (Heavyweight);Summer
1932;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1932;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1932;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1932;Wrestling Free.;- 56KG (Bantamweight);Summer
1932;Wrestling Free.;+ 87KG (Heavyweight);Summer
1932;Wrestling Free.;56 - 61KG (Featherweight);Summer
1932;Wrestling Free.;61 - 66KG (Lightweight);Summer
1932;Wrestling Free.;66 - 72KG (Welterweight);Summer
1932;Wrestling Free.;72 - 79KG (Middleweight);Summer
1932;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1932;Wrestling Gre-R;- 56KG (Bantamweight);Summer
1932;Wrestling Gre-R;+ 87KG (Super Heavyweight);Summer
1932;Wrestling Gre-R;56 - 61KG (Featherweight);Summer
1932;Wrestling Gre-R;61 - 66KG (Lightweight);Summer
1932;Wrestling Gre-R;66 - 72KG (Welterweight);Summer
1932;Wrestling Gre-R;72 - 79KG (Middleweight);Summer
1932;Wrestling Gre-R;79 - 87KG (Light-Heavyweight);Summer
1936;Diving;10M Platform;Summer
1936;Diving;3M Springboard;Summer
1936;Swimming;100M Backstroke;Summer
1936;Swimming;100M Freestyle;Summer
1936;Swimming;1500M Freestyle;Summer
1936;Swimming;200M Breaststroke;Summer
1936;Swimming;400M Freestyle;Summer
1936;Swimming;4X100M Freestyle Relay;Summer
1936;Swimming;4X200M Freestyle Relay;Summer
1936;Water polo;Water Polo;Summer
1936;Athletics;10000M;Summer
1936;Athletics;100M;Summer
1936;Athletics;110M Hurdles;Summer
1936;Athletics;1500M;Summer
1936;Athletics;200M;Summer
1936;Athletics;3000M Steeplechase;Summer
1936;Athletics;400M;Summer
1936;Athletics;400M Hurdles;Summer
1936;Athletics;4X100M Relay;Summer
1936;Athletics;4X400M Relay;Summer
1936;Athletics;5000M;Summer
1936;Athletics;50KM Walk;Summer
1936;Athletics;800M;Summer
1936;Athletics;80M Hurdles;Summer
1936;Athletics;Decathlon;Summer
1936;Athletics;Discus Throw;Summer
1936;Athletics;Hammer Throw;Summer
1936;Athletics;High Jump;Summer
1936;Athletics;Javelin Throw;Summer
1936;Athletics;Long Jump;Summer
1936;Athletics;Marathon;Summer
1936;Athletics;Pole Vault;Summer
1936;Athletics;Shot Put;Summer
1936;Athletics;Triple Jump;Summer
1936;Basketball;Basketball;Summer
1936;Boxing;- 50.8KG (Flyweight);Summer
1936;Boxing;+ 79.38KG (Heavyweight);Summer
1936;Boxing;50.8 - 54KG (Bantamweight);Summer
1936;Boxing;54 - 57.15KG (Featherweight);Summer
1936;Boxing;57.15 - 61.24KG (Lightweight);Summer
1936;Boxing;61.24 - 66.68KG (Welterweight);Summer
1936;Boxing;66.68 - 72.57KG (Middleweight);Summer
1936;Boxing;72.57 - 79.38KG (Light-Heavyweight);Summer
1936;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1936;Canoe / Kayak F;C-2 10000M;Summer
1936;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1936;Canoe / Kayak F;Folding K-1 10000M;Summer
1936;Canoe / Kayak F;Folding K-2 10000M;Summer
1936;Canoe / Kayak F;K-1 10000M;Summer
1936;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1936;Canoe / Kayak F;K-2 10000M;Summer
1936;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1936;Cycling Road;Individual Road Race;Summer
1936;Cycling Road;Team Time Trial;Summer
1936;Cycling Track;1KM Time Trial;Summer
1936;Cycling Track;2000M Tandem;Summer
1936;Cycling Track;Sprint Indivual;Summer
1936;Cycling Track;Team Pursuit (4000M);Summer
1936;Dressage;Individual;Summer
1936;Dressage;Team;Summer
1936;Eventing;Individual;Summer
1936;Eventing;Team;Summer
1936;Jumping;Individual;Summer
1936;Jumping;Team;Summer
1936;Fencing;Épée Individual;Summer
1936;Fencing;Épée Team;Summer
1936;Fencing;Foil Individual;Summer
1936;Fencing;Foil Team;Summer
1936;Fencing;Sabre Individual;Summer
1936;Fencing;Sabre Team;Summer
1936;Football;Football;Summer
1936;Artistic G.;Floor Exercises;Summer
1936;Artistic G.;Horizontal Bar;Summer
1936;Artistic G.;Individual All-Round;Summer
1936;Artistic G.;Parallel Bars;Summer
1936;Artistic G.;Pommel Horse;Summer
1936;Artistic G.;Rings;Summer
1936;Artistic G.;Team Competition;Summer
1936;Artistic G.;Vault;Summer
1936;Handball;Handball;Summer
1936;Hockey;Hockey;Summer
1936;Modern Pentath.;Individual Competition;Summer
1936;Polo;Polo;Summer
1936;Rowing;Coxless Pair (2-);Summer
1936;Rowing;Double Sculls (2X);Summer
1936;Rowing;Eight With Coxswain (8+);Summer
1936;Rowing;Four Without Coxswain (4-);Summer
1936;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1936;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1936;Rowing;Single Sculls (1X);Summer
1936;Sailing;6M;Summer
1936;Sailing;8M;Summer
1936;Sailing;Olympic Class Monotype;Summer
1936;Sailing;Two-Person Keelboat Open (Star);Summer
1936;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1936;Shooting;50M Pistol (60 Shots);Summer
1936;Shooting;50M Rifle Prone (60 Shots);Summer
1936;Weightlifting;- 60KG, Total (Featherweight);Summer
1936;Weightlifting;+ 82.5KG, Total (Heavyweight);Summer
1936;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1936;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1936;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1936;Wrestling Free.;- 56KG (Bantamweight);Summer
1936;Wrestling Free.;+ 87KG (Heavyweight);Summer
1936;Wrestling Free.;56 - 61KG (Featherweight);Summer
1936;Wrestling Free.;61 - 66KG (Lightweight);Summer
1936;Wrestling Free.;66 - 72KG (Welterweight);Summer
1936;Wrestling Free.;72 - 79KG (Middleweight);Summer
1936;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1936;Wrestling Gre-R;- 56KG (Bantamweight);Summer
1936;Wrestling Gre-R;+ 87KG (Super Heavyweight);Summer
1936;Wrestling Gre-R;56 - 61KG (Featherweight);Summer
1936;Wrestling Gre-R;61 - 66KG (Lightweight);Summer
1936;Wrestling Gre-R;66 - 72KG (Welterweight);Summer
1936;Wrestling Gre-R;72 - 79KG (Middleweight);Summer
1936;Wrestling Gre-R;79 - 87KG (Light-Heavyweight);Summer
1948;Diving;10M Platform;Summer
1948;Diving;3M Springboard;Summer
1948;Swimming;100M Backstroke;Summer
1948;Swimming;100M Freestyle;Summer
1948;Swimming;1500M Freestyle;Summer
1948;Swimming;200M Breaststroke;Summer
1948;Swimming;400M Freestyle;Summer
1948;Swimming;4X100M Freestyle Relay;Summer
1948;Swimming;4X200M Freestyle Relay;Summer
1948;Water polo;Water Polo;Summer
1948;Athletics;10000M;Summer
1948;Athletics;10000M Walk;Summer
1948;Athletics;100M;Summer
1948;Athletics;110M Hurdles;Summer
1948;Athletics;1500M;Summer
1948;Athletics;200M;Summer
1948;Athletics;3000M Steeplechase;Summer
1948;Athletics;400M;Summer
1948;Athletics;400M Hurdles;Summer
1948;Athletics;4X100M Relay;Summer
1948;Athletics;4X400M Relay;Summer
1948;Athletics;5000M;Summer
1948;Athletics;50KM Walk;Summer
1948;Athletics;800M;Summer
1948;Athletics;80M Hurdles;Summer
1948;Athletics;Decathlon;Summer
1948;Athletics;Discus Throw;Summer
1948;Athletics;Hammer Throw;Summer
1948;Athletics;High Jump;Summer
1948;Athletics;Javelin Throw;Summer
1948;Athletics;Long Jump;Summer
1948;Athletics;Marathon;Summer
1948;Athletics;Pole Vault;Summer
1948;Athletics;Shot Put;Summer
1948;Athletics;Triple Jump;Summer
1948;Basketball;Basketball;Summer
1948;Boxing;- 51KG (Flyweight);Summer
1948;Boxing;+ 80KG (Heavyweight);Summer
1948;Boxing;51 - 54KG (Bantamweight);Summer
1948;Boxing;54 - 58KG (Featherweight);Summer
1948;Boxing;58 - 62KG (Lightweight);Summer
1948;Boxing;62 - 67KG (Welterweight);Summer
1948;Boxing;67 - 73KG (Middleweight);Summer
1948;Boxing;73 - 80KG (Light-Heavyweight);Summer
1948;Canoe / Kayak F;C-1 10000M;Summer
1948;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1948;Canoe / Kayak F;C-2 10000M;Summer
1948;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1948;Canoe / Kayak F;K-1 10000M;Summer
1948;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1948;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1948;Canoe / Kayak F;K-2 10000M;Summer
1948;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1948;Cycling Road;Individual Road Race;Summer
1948;Cycling Road;Team Time Trial;Summer
1948;Cycling Track;1KM Time Trial;Summer
1948;Cycling Track;2000M Tandem;Summer
1948;Cycling Track;Sprint Indivual;Summer
1948;Cycling Track;Team Pursuit (4000M);Summer
1948;Dressage;Individual;Summer
1948;Dressage;Team;Summer
1948;Eventing;Individual;Summer
1948;Eventing;Team;Summer
1948;Jumping;Individual;Summer
1948;Jumping;Team;Summer
1948;Fencing;Épée Individual;Summer
1948;Fencing;Épée Team;Summer
1948;Fencing;Foil Individual;Summer
1948;Fencing;Foil Team;Summer
1948;Fencing;Sabre Individual;Summer
1948;Fencing;Sabre Team;Summer
1948;Football;Football;Summer
1948;Artistic G.;Floor Exercises;Summer
1948;Artistic G.;Horizontal Bar;Summer
1948;Artistic G.;Individual All-Round;Summer
1948;Artistic G.;Parallel Bars;Summer
1948;Artistic G.;Pommel Horse;Summer
1948;Artistic G.;Rings;Summer
1948;Artistic G.;Team Competition;Summer
1948;Artistic G.;Vault;Summer
1948;Hockey;Hockey;Summer
1948;Modern Pentath.;Individual Competition;Summer
1948;Rowing;Coxless Pair (2-);Summer
1948;Rowing;Double Sculls (2X);Summer
1948;Rowing;Eight With Coxswain (8+);Summer
1948;Rowing;Four Without Coxswain (4-);Summer
1948;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1948;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1948;Rowing;Single Sculls (1X);Summer
1948;Sailing;6M;Summer
1948;Sailing;Dragon;Summer
1948;Sailing;Firefly Class;Summer
1948;Sailing;Swallow (Golondrina);Summer
1948;Sailing;Two-Person Keelboat Open (Star);Summer
1948;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1948;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1948;Shooting;50M Pistol (60 Shots);Summer
1948;Shooting;50M Rifle Prone (60 Shots);Summer
1948;Weightlifting;- 56KG, Total (Bantamweight);Summer
1948;Weightlifting;+ 82.5KG, Total (Heavyweight);Summer
1948;Weightlifting;56 - 60KG, Total (Featherweight);Summer
